year,region,asthma_2000_pop,asthma_2000_pop_urban,asthma_2000_pop_non_urban,asthma_2000_exp,asthma_2000_exp_urban,asthma_2000_exp_non_urban,asthma_2000_rate,asthma_2000_rate_urban,asthma_2000_rate_non_urban
2019,104,16857.598,12195.512,0.0064741992,18135.154,13292.199,0.0067253797,17535.0,13058.443,0.006216568
2019,120,34423.402,25286.176,0.0029027746,43005.535,32725.53,0.003263609,45974.08,34399.07,0.003677217
2019,124,102580.56,78345.92,0.0044389977,139237.73,110101.39,0.0053322976,102538.7,77263.695,0.0046295286
2019,134,152680.44,114027.9,0.0036230925,143036.97,111629.51,0.0029439784,134234.11,101085.24,0.0031072078
2019,138,202662.95,123603.61,0.0042968905,230960.23,150601.97,0.0043675024,232840.11,152615.08,0.004360273
2019,159,147727.39,77868.03,0.012917226,130391.51,75401.89,0.010165963,125921.56,69216.95,0.010484875
2019,167,2741.6528,1913.9644,0.00014548344,11551.561,10645.7705,0.00015921169,11887.538,10338.436,0.0002722872
2019,174,26891.367,13766.833,0.0016712906,35615.777,21184.45,0.0018377008,46192.33,26082.496,0.0025608076
2019,192,14007.047,9204.445,0.0012215937,16188.74,11640.797,0.0011568172,18537.924,13034.434,0.0013998714
2019,199,46044.125,30548.252,0.0016528544,70350.34,48401.145,0.0023411936,83905.58,56634.836,0.0029088133
